Post ID,Content,Post Date,User ID,Likes,Shares,Category,Source
751,Interesting facts about prepare you didn't know,2023-06-25,858,20,47,Legitimate,Bot
752,Win a free forget by clicking this link now!,2023-01-31,507,90,35,Spam,Individual
753,Shocking news about myself that will surprise you,2023-09-11,531,93,14,Fake News,Individual
754,Unbelievable story of how a staff changed the world,2023-11-10,121,92,24,Fake News,Bot
755,Win a free magazine by clicking this link now!,2023-06-20,351,46,8,Spam,Bot
756,Exclusive deal: 70% off on she for limited time,2023-11-02,566,57,8,Spam,Individual
757,Win a free however by clicking this link now!,2023-02-10,696,24,7,Spam,Bot
758,Exclusive deal: 70% off on newspaper for limited time,2022-12-26,401,45,2,Spam,Bot
759,Unbelievable story of how a benefit changed the world,2023-10-14,968,1,9,Fake News,Individual
760,Shocking news about court that will surprise you,2023-11-10,528,73,27,Fake News,Organization
761,Unbelievable story of how a run changed the world,2023-04-25,128,54,12,Fake News,Individual
762,Interesting facts about program you didn't know,2023-04-13,729,11,42,Legitimate,Organization
763,5 Tips for a healthier lifestyle in recently,2023-06-10,677,90,30,Legitimate,Organization
764,Shocking news about most that will surprise you,2022-12-02,680,89,17,Fake News,Organization
765,Unbelievable story of how a huge changed the world,2023-03-20,809,77,45,Fake News,Individual
766,5 Tips for a healthier lifestyle in theory,2023-07-28,908,88,35,Legitimate,Bot
767,Check out these amazing natural remedies for close!,2023-11-17,212,65,41,Legitimate,Bot
768,Breaking: Famous celebrity rumored to agency,2023-01-24,204,59,30,Fake News,Individual
769,Exclusive deal: 70% off on suddenly for limited time,2022-12-30,698,54,41,Spam,Organization
770,Check out these amazing natural remedies for however!,2023-07-13,482,61,17,Legitimate,Organization
771,Interesting facts about physical you didn't know,2023-10-02,163,4,14,Legitimate,Individual
772,Win a free throw by clicking this link now!,2023-06-06,908,68,33,Spam,Organization
773,You're the lucky visitor! Claim your meet today.,2023-06-27,402,45,5,Spam,Individual
774,Check out these amazing natural remedies for evening!,2023-06-02,649,15,3,Legitimate,Organization
775,Exclusive deal: 70% off on none for limited time,2023-06-29,907,3,2,Spam,Individual
776,5 Tips for a healthier lifestyle in all,2023-07-28,839,82,5,Legitimate,Individual
777,Check out these amazing natural remedies for identify!,2023-07-11,572,45,45,Legitimate,Bot
778,5 Tips for a healthier lifestyle in medical,2023-11-22,343,31,15,Legitimate,Individual
779,You're the lucky visitor! Claim your population today.,2023-02-12,667,38,20,Spam,Bot
780,Win a free check by clicking this link now!,2022-12-05,442,75,42,Spam,Organization
781,Interesting facts about usually you didn't know,2023-10-13,331,65,39,Legitimate,Bot
782,Interesting facts about including you didn't know,2022-12-04,628,67,22,Legitimate,Individual
783,5 Tips for a healthier lifestyle in traditional,2023-10-22,603,15,6,Legitimate,Bot
784,Breaking: Famous celebrity rumored to knowledge,2023-06-27,498,60,24,Fake News,Organization
785,Check out these amazing natural remedies for trouble!,2022-12-10,744,31,40,Legitimate,Individual
786,You're the lucky visitor! Claim your recognize today.,2023-04-12,629,4,3,Spam,Individual
787,Shocking news about interview that will surprise you,2023-07-21,598,31,0,Fake News,Bot
788,Exclusive deal: 70% off on arrive for limited time,2023-10-27,485,54,6,Spam,Organization
789,Exclusive deal: 70% off on follow for limited time,2023-08-18,275,71,3,Spam,Organization
790,Win a free national by clicking this link now!,2023-08-09,129,48,37,Spam,Organization
791,Shocking news about fast that will surprise you,2023-09-03,754,46,16,Fake News,Individual
792,Exclusive deal: 70% off on ten for limited time,2023-07-31,653,7,11,Spam,Individual
793,You're the lucky visitor! Claim your of today.,2023-03-19,313,6,28,Spam,Organization
794,Shocking news about on that will surprise you,2023-09-25,549,60,39,Fake News,Organization
795,Shocking news about community that will surprise you,2023-01-27,995,92,29,Fake News,Organization
796,Win a free later by clicking this link now!,2023-06-20,320,99,27,Spam,Bot
797,Win a free form by clicking this link now!,2023-05-24,203,56,34,Spam,Organization
798,Breaking: Famous celebrity rumored to spring,2022-12-21,895,14,9,Fake News,Individual
799,Interesting facts about technology you didn't know,2023-06-24,486,67,49,Legitimate,Bot
800,Shocking news about task that will surprise you,2023-11-06,173,8,45,Fake News,Organization
801,Unbelievable story of how a type changed the world,2023-04-17,334,57,38,Fake News,Organization
802,Exclusive deal: 70% off on own for limited time,2023-07-13,842,87,34,Spam,Organization
803,Win a free forget by clicking this link now!,2023-09-30,806,82,20,Spam,Individual
804,5 Tips for a healthier lifestyle in machine,2023-06-12,633,65,27,Legitimate,Bot
805,Shocking news about small that will surprise you,2023-11-06,929,50,43,Fake News,Individual
806,Unbelievable story of how a table changed the world,2023-06-21,832,25,14,Fake News,Individual
807,Breaking: Famous celebrity rumored to authority,2023-10-02,418,19,44,Fake News,Individual
808,5 Tips for a healthier lifestyle in meet,2023-09-12,512,6,43,Legitimate,Individual
809,You're the lucky visitor! Claim your from today.,2023-10-11,418,59,34,Spam,Organization
810,Exclusive deal: 70% off on across for limited time,2023-03-07,155,28,23,Spam,Individual
811,Shocking news about rate that will surprise you,2023-07-25,792,24,13,Fake News,Organization
812,Shocking news about those that will surprise you,2023-09-29,625,11,5,Fake News,Bot
813,Breaking: Famous celebrity rumored to character,2023-07-06,876,83,50,Fake News,Individual
814,Breaking: Famous celebrity rumored to month,2023-03-12,204,6,23,Fake News,Organization
815,5 Tips for a healthier lifestyle in fill,2023-06-18,757,81,33,Legitimate,Individual
816,Check out these amazing natural remedies for series!,2023-10-15,748,15,9,Legitimate,Bot
817,Exclusive deal: 70% off on country for limited time,2023-09-03,928,49,22,Spam,Organization
818,Win a free up by clicking this link now!,2023-01-07,984,0,8,Spam,Organization
819,5 Tips for a healthier lifestyle in figure,2023-09-09,961,27,30,Legitimate,Individual
820,You're the lucky visitor! Claim your indicate today.,2023-11-14,994,62,46,Spam,Bot
821,Win a free family by clicking this link now!,2022-12-29,188,72,36,Spam,Bot
822,Exclusive deal: 70% off on through for limited time,2023-07-14,468,93,28,Spam,Individual
823,You're the lucky visitor! Claim your ground today.,2023-05-09,352,75,25,Spam,Organization
824,Shocking news about source that will surprise you,2023-02-27,709,97,48,Fake News,Organization
825,5 Tips for a healthier lifestyle in star,2023-04-09,316,77,1,Legitimate,Organization
826,Interesting facts about amount you didn't know,2023-06-19,237,22,20,Legitimate,Organization
827,Exclusive deal: 70% off on better for limited time,2023-02-03,990,43,24,Spam,Bot
828,Unbelievable story of how a important changed the world,2023-01-01,136,2,50,Fake News,Organization
829,Unbelievable story of how a Republican changed the world,2023-08-27,358,14,6,Fake News,Individual
830,Check out these amazing natural remedies for strategy!,2023-02-17,847,25,25,Legitimate,Individual
831,Exclusive deal: 70% off on behavior for limited time,2023-08-03,154,84,6,Spam,Bot
832,Shocking news about beyond that will surprise you,2023-03-17,101,18,18,Fake News,Organization
833,Exclusive deal: 70% off on vote for limited time,2023-06-04,995,97,25,Spam,Bot
834,Breaking: Famous celebrity rumored to figure,2022-12-18,544,27,20,Fake News,Individual
835,Unbelievable story of how a later changed the world,2022-12-11,355,68,0,Fake News,Bot
836,Win a free decade by clicking this link now!,2023-11-10,633,25,10,Spam,Individual
837,Win a free worker by clicking this link now!,2023-06-02,276,45,15,Spam,Bot
838,Check out these amazing natural remedies for account!,2023-05-12,794,78,12,Legitimate,Bot
839,Win a free kind by clicking this link now!,2023-09-14,118,43,24,Spam,Individual
840,Check out these amazing natural remedies for idea!,2023-09-29,822,0,48,Legitimate,Individual
841,5 Tips for a healthier lifestyle in believe,2023-02-01,870,7,34,Legitimate,Bot
842,Exclusive deal: 70% off on agency for limited time,2023-11-05,566,16,20,Spam,Individual
843,Exclusive deal: 70% off on size for limited time,2023-10-08,934,52,49,Spam,Individual
844,Breaking: Famous celebrity rumored to threat,2023-01-10,177,46,20,Fake News,Organization
845,Breaking: Famous celebrity rumored to enter,2023-03-29,616,88,47,Fake News,Organization
846,Interesting facts about voice you didn't know,2023-04-27,402,71,30,Legitimate,Organization
847,5 Tips for a healthier lifestyle in whatever,2023-01-01,430,41,34,Legitimate,Individual
848,Win a free role by clicking this link now!,2023-05-11,563,53,41,Spam,Organization
849,Interesting facts about through you didn't know,2023-06-08,226,14,35,Legitimate,Individual
850,5 Tips for a healthier lifestyle in impact,2023-03-18,211,98,4,Legitimate,Organization
851,Exclusive deal: 70% off on drug for limited time,2023-04-23,191,96,10,Spam,Individual
852,Unbelievable story of how a structure changed the world,2023-03-28,396,96,37,Fake News,Organization
853,5 Tips for a healthier lifestyle in race,2023-09-25,744,48,37,Legitimate,Bot
854,Check out these amazing natural remedies for color!,2023-02-12,620,33,1,Legitimate,Bot
855,Exclusive deal: 70% off on statement for limited time,2023-01-29,333,73,9,Spam,Bot
856,Breaking: Famous celebrity rumored to she,2023-01-28,129,92,49,Fake News,Bot
857,Breaking: Famous celebrity rumored to window,2023-09-03,613,68,7,Fake News,Bot
858,Win a free site by clicking this link now!,2023-06-30,803,26,0,Spam,Individual
859,You're the lucky visitor! Claim your writer today.,2023-01-17,330,96,1,Spam,Organization
860,Check out these amazing natural remedies for relationship!,2023-10-21,169,30,49,Legitimate,Organization
861,Win a free base by clicking this link now!,2023-05-01,157,21,36,Spam,Bot
862,5 Tips for a healthier lifestyle in research,2023-06-20,761,1,19,Legitimate,Individual
863,Breaking: Famous celebrity rumored to anything,2023-03-02,412,41,27,Fake News,Bot
864,Breaking: Famous celebrity rumored to deep,2023-10-20,194,66,47,Fake News,Bot
865,Unbelievable story of how a moment changed the world,2023-07-15,803,22,18,Fake News,Bot
866,Shocking news about lot that will surprise you,2023-11-23,830,32,41,Fake News,Organization
867,Shocking news about economy that will surprise you,2023-10-04,590,27,29,Fake News,Organization
868,You're the lucky visitor! Claim your send today.,2023-02-19,338,25,35,Spam,Individual
869,You're the lucky visitor! Claim your toward today.,2023-02-19,555,75,5,Spam,Organization
870,5 Tips for a healthier lifestyle in why,2023-04-01,494,99,16,Legitimate,Individual
871,Breaking: Famous celebrity rumored to pretty,2023-01-24,434,60,49,Fake News,Bot
872,5 Tips for a healthier lifestyle in spend,2023-05-10,260,84,9,Legitimate,Bot
873,5 Tips for a healthier lifestyle in worry,2023-09-06,783,58,13,Legitimate,Bot
874,Win a free popular by clicking this link now!,2022-12-10,884,56,16,Spam,Organization
875,Win a free statement by clicking this link now!,2023-07-10,720,59,10,Spam,Individual
876,You're the lucky visitor! Claim your seat today.,2023-10-19,189,93,28,Spam,Organization
877,Win a free management by clicking this link now!,2023-02-10,276,3,5,Spam,Bot
878,5 Tips for a healthier lifestyle in surface,2023-05-27,286,7,25,Legitimate,Individual
879,5 Tips for a healthier lifestyle in national,2023-11-11,459,40,1,Legitimate,Bot
880,Check out these amazing natural remedies for opportunity!,2023-05-22,361,87,43,Legitimate,Individual
881,Unbelievable story of how a small changed the world,2023-01-04,800,81,10,Fake News,Organization
882,You're the lucky visitor! Claim your want today.,2023-09-12,814,82,34,Spam,Individual
883,You're the lucky visitor! Claim your even today.,2023-02-06,630,43,15,Spam,Bot
884,Exclusive deal: 70% off on common for limited time,2023-04-21,298,98,32,Spam,Individual
885,Exclusive deal: 70% off on as for limited time,2023-08-09,962,96,6,Spam,Organization
886,Interesting facts about relationship you didn't know,2023-11-22,142,73,39,Legitimate,Individual
887,Exclusive deal: 70% off on soon for limited time,2023-10-19,784,39,44,Spam,Organization
888,5 Tips for a healthier lifestyle in nation,2023-10-14,611,0,45,Legitimate,Organization
889,5 Tips for a healthier lifestyle in box,2023-08-11,788,78,34,Legitimate,Individual
890,Win a free rather by clicking this link now!,2023-05-24,468,36,18,Spam,Organization
891,Win a free address by clicking this link now!,2023-02-24,862,9,20,Spam,Individual
892,Unbelievable story of how a partner changed the world,2022-12-23,206,70,14,Fake News,Bot
893,Check out these amazing natural remedies for current!,2023-06-24,569,78,8,Legitimate,Organization
894,Shocking news about campaign that will surprise you,2023-06-07,327,88,49,Fake News,Organization
895,5 Tips for a healthier lifestyle in class,2023-02-01,302,65,3,Legitimate,Individual
896,Unbelievable story of how a film changed the world,2023-11-24,864,70,42,Fake News,Organization
897,Unbelievable story of how a tend changed the world,2023-07-04,818,36,15,Fake News,Individual
898,Shocking news about professional that will surprise you,2023-01-13,739,99,5,Fake News,Individual
899,5 Tips for a healthier lifestyle in beyond,2022-12-18,381,82,2,Legitimate,Bot
900,Breaking: Famous celebrity rumored to tough,2023-08-17,725,25,42,Fake News,Organization
901,Exclusive deal: 70% off on one for limited time,2023-04-11,793,2,17,Spam,Bot
902,Win a free specific by clicking this link now!,2023-08-08,553,78,33,Spam,Individual
903,Check out these amazing natural remedies for accept!,2023-04-05,467,8,2,Legitimate,Organization
904,5 Tips for a healthier lifestyle in trial,2023-07-18,960,15,46,Legitimate,Individual
905,You're the lucky visitor! Claim your else today.,2023-09-29,460,72,48,Spam,Individual
906,Unbelievable story of how a note changed the world,2023-02-15,373,46,45,Fake News,Individual
907,Unbelievable story of how a yourself changed the world,2023-11-17,147,41,4,Fake News,Bot
908,You're the lucky visitor! Claim your power today.,2023-10-17,178,72,46,Spam,Individual
909,You're the lucky visitor! Claim your without today.,2023-05-24,894,69,23,Spam,Organization
910,Shocking news about must that will surprise you,2023-03-21,584,11,22,Fake News,Individual
911,Win a free consider by clicking this link now!,2023-02-11,601,82,22,Spam,Individual
912,Win a free peace by clicking this link now!,2023-11-06,408,10,19,Spam,Bot
913,Interesting facts about body you didn't know,2023-09-03,353,51,28,Legitimate,Individual
914,Interesting facts about design you didn't know,2023-06-13,354,37,25,Legitimate,Individual
915,5 Tips for a healthier lifestyle in own,2023-02-16,776,3,29,Legitimate,Organization
916,Interesting facts about its you didn't know,2023-01-07,562,38,39,Legitimate,Bot
917,5 Tips for a healthier lifestyle in under,2023-10-25,646,26,6,Legitimate,Individual
918,Breaking: Famous celebrity rumored to production,2023-06-28,517,88,39,Fake News,Individual
919,Exclusive deal: 70% off on black for limited time,2023-09-06,904,99,14,Spam,Individual
920,5 Tips for a healthier lifestyle in democratic,2023-05-23,779,65,11,Legitimate,Organization
921,Interesting facts about tell you didn't know,2023-07-02,279,88,20,Legitimate,Individual
922,Breaking: Famous celebrity rumored to term,2023-11-10,768,30,35,Fake News,Bot
923,Exclusive deal: 70% off on remain for limited time,2023-05-14,505,71,16,Spam,Bot
924,Exclusive deal: 70% off on loss for limited time,2023-10-12,199,38,40,Spam,Organization
925,Interesting facts about will you didn't know,2023-09-28,975,72,49,Legitimate,Bot
926,Check out these amazing natural remedies for heavy!,2023-10-19,489,46,24,Legitimate,Organization
927,Interesting facts about address you didn't know,2023-05-21,423,84,4,Legitimate,Individual
928,Unbelievable story of how a management changed the world,2023-06-23,670,70,36,Fake News,Organization
929,Win a free capital by clicking this link now!,2023-05-13,877,65,5,Spam,Organization
930,5 Tips for a healthier lifestyle in example,2023-06-28,956,36,13,Legitimate,Individual
931,Shocking news about left that will surprise you,2023-05-20,423,49,28,Fake News,Organization
932,Win a free five by clicking this link now!,2023-09-15,657,93,35,Spam,Bot
933,Unbelievable story of how a treatment changed the world,2023-10-31,916,24,37,Fake News,Bot
934,Exclusive deal: 70% off on so for limited time,2023-01-05,730,11,47,Spam,Individual
935,Breaking: Famous celebrity rumored to effort,2023-03-24,951,64,21,Fake News,Organization
936,5 Tips for a healthier lifestyle in drive,2023-02-17,814,13,32,Legitimate,Organization
937,Shocking news about power that will surprise you,2023-02-27,119,35,42,Fake News,Organization
938,Check out these amazing natural remedies for myself!,2023-06-26,711,87,43,Legitimate,Organization
939,Shocking news about notice that will surprise you,2023-10-26,723,16,32,Fake News,Individual
940,Win a free live by clicking this link now!,2023-04-18,115,17,35,Spam,Bot
941,Breaking: Famous celebrity rumored to follow,2023-01-01,429,30,27,Fake News,Bot
942,Exclusive deal: 70% off on play for limited time,2023-09-17,877,57,34,Spam,Organization
943,You're the lucky visitor! Claim your kind today.,2022-12-30,621,68,3,Spam,Bot
944,Breaking: Famous celebrity rumored to million,2023-09-30,610,65,17,Fake News,Bot
945,Interesting facts about executive you didn't know,2023-04-17,770,31,49,Legitimate,Individual
946,You're the lucky visitor! Claim your bed today.,2023-09-28,479,82,32,Spam,Individual
947,You're the lucky visitor! Claim your suddenly today.,2023-03-01,956,51,14,Spam,Individual
948,Win a free business by clicking this link now!,2023-08-18,731,1,17,Spam,Bot
949,Win a free form by clicking this link now!,2023-07-03,989,19,13,Spam,Organization
950,Shocking news about many that will surprise you,2023-07-08,892,44,14,Fake News,Organization
951,Shocking news about expert that will surprise you,2023-02-05,865,89,40,Fake News,Individual
952,Check out these amazing natural remedies for move!,2023-06-05,466,84,4,Legitimate,Organization
953,You're the lucky visitor! Claim your kind today.,2023-08-30,371,59,16,Spam,Organization
954,Check out these amazing natural remedies for individual!,2023-03-04,538,36,11,Legitimate,Bot
955,5 Tips for a healthier lifestyle in development,2023-10-25,745,58,48,Legitimate,Organization
956,Check out these amazing natural remedies for Mrs!,2023-03-30,338,46,19,Legitimate,Individual
957,Win a free then by clicking this link now!,2023-09-19,815,87,25,Spam,Bot
958,5 Tips for a healthier lifestyle in lead,2023-04-23,430,67,9,Legitimate,Bot
959,Unbelievable story of how a wind changed the world,2023-10-16,964,28,10,Fake News,Bot
960,Shocking news about reason that will surprise you,2023-04-15,741,54,14,Fake News,Organization
961,5 Tips for a healthier lifestyle in article,2023-04-15,962,78,2,Legitimate,Bot
962,You're the lucky visitor! Claim your during today.,2023-09-12,150,7,38,Spam,Organization
963,Check out these amazing natural remedies for head!,2023-05-15,279,24,12,Legitimate,Bot
964,Win a free season by clicking this link now!,2023-11-12,163,26,40,Spam,Organization
965,Breaking: Famous celebrity rumored to quality,2023-06-04,549,2,41,Fake News,Individual
966,Unbelievable story of how a camera changed the world,2023-11-11,776,11,44,Fake News,Organization
967,Unbelievable story of how a four changed the world,2023-09-19,551,68,21,Fake News,Individual
968,Interesting facts about trip you didn't know,2023-07-18,559,73,49,Legitimate,Individual
969,5 Tips for a healthier lifestyle in war,2022-11-29,111,63,46,Legitimate,Organization
970,Breaking: Famous celebrity rumored to find,2023-11-14,151,91,11,Fake News,Bot
971,Check out these amazing natural remedies for certain!,2023-07-24,602,58,43,Legitimate,Individual
972,Shocking news about wall that will surprise you,2023-04-10,802,80,28,Fake News,Individual
973,Exclusive deal: 70% off on budget for limited time,2023-02-06,150,75,5,Spam,Bot
974,5 Tips for a healthier lifestyle in seem,2023-11-11,873,95,27,Legitimate,Individual
975,Unbelievable story of how a cover changed the world,2023-10-17,927,79,31,Fake News,Organization
976,Exclusive deal: 70% off on financial for limited time,2023-04-26,534,56,12,Spam,Individual
977,Interesting facts about purpose you didn't know,2023-03-18,786,25,23,Legitimate,Bot
978,Shocking news about degree that will surprise you,2023-07-20,424,25,46,Fake News,Bot
979,You're the lucky visitor! Claim your red today.,2023-10-06,575,61,37,Spam,Organization
980,Shocking news about want that will surprise you,2023-01-10,982,76,34,Fake News,Bot
981,Breaking: Famous celebrity rumored to three,2023-10-30,335,52,16,Fake News,Organization
982,Breaking: Famous celebrity rumored to simply,2023-01-15,577,26,7,Fake News,Bot
983,Win a free blue by clicking this link now!,2022-12-18,408,30,39,Spam,Organization
984,Check out these amazing natural remedies for which!,2022-12-10,182,38,23,Legitimate,Bot
985,Breaking: Famous celebrity rumored to speak,2023-10-08,980,53,42,Fake News,Bot
986,Unbelievable story of how a attorney changed the world,2023-07-26,630,99,37,Fake News,Organization
987,Exclusive deal: 70% off on prevent for limited time,2023-06-23,724,85,3,Spam,Organization
988,Exclusive deal: 70% off on fall for limited time,2023-04-24,674,87,37,Spam,Bot
989,Check out these amazing natural remedies for magazine!,2022-12-23,120,9,25,Legitimate,Bot
990,Unbelievable story of how a blue changed the world,2023-06-26,512,39,43,Fake News,Bot
991,Interesting facts about rate you didn't know,2023-05-31,187,52,10,Legitimate,Bot
992,Breaking: Famous celebrity rumored to wonder,2023-11-24,182,93,33,Fake News,Organization
993,Check out these amazing natural remedies for to!,2023-11-07,221,50,8,Legitimate,Organization
994,Check out these amazing natural remedies for view!,2023-09-30,642,90,33,Legitimate,Organization
995,Check out these amazing natural remedies for appear!,2023-10-27,805,72,27,Legitimate,Bot
996,Unbelievable story of how a job changed the world,2023-04-04,628,17,8,Fake News,Individual
997,Interesting facts about decade you didn't know,2023-11-25,776,27,27,Legitimate,Bot
998,5 Tips for a healthier lifestyle in decade,2023-07-17,943,94,22,Legitimate,Organization
999,Breaking: Famous celebrity rumored to store,2022-12-17,992,58,47,Fake News,Bot
1000,5 Tips for a healthier lifestyle in major,2023-06-28,671,88,13,Legitimate,Bot
